,,A01,A02,A03,B,C10T12,C13T15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31_32,C33,D35,E36,E37T39,F,G45,G46,G47,H49,H50,H51,H52,H53,I,J58,J59_60,J61,J62_63,K64,K65,K66,L68B,L68A,M69_70,M71,M72,M73,M74_75,N77,N78,N79,N80T82,O84,P85,Q86,Q87_88,R90T92,R93,S94,S95,S96,T
,,"Crop and animal production, hunting and related service activities",Forestry and logging,Fishing and aquaculture,Mining and quarrying,"Manufacture of food products, beverages and tobacco products","Manufacture of textiles, wearing apparel and leather products","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Manufacture of paper and paper products,Printing and reproduction of recorded media,Manufacture of coke and refined petroleum products ,Manufacture of chemicals and chemical products,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of rubber and plastic products,Manufacture of other non-metallic mineral products,Manufacture of basic metals,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of computer, electronic and optical products",Manufacture of electrical equipment,Manufacture of machinery and equipment n.e.c.,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of other transport equipment,Manufacture of furniture; other manufacturing,Repair and installation of machinery and equipment,"Electricity, gas, steam and air conditioning supply","Water collection, treatment and supply","Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",Construction,Wholesale and retail trade and repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles","Retail trade, except of motor vehicles and motorcycles",Land transport and transport via pipelines,Water transport,Air transport,Warehousing and support activities for transportation,Postal and courier activities,Accommodation and food service activities,Publishing activities,"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",Telecommunications,"Computer programming, consultancy and related activities; information service activities","Financial service activities, except insurance and pension funding","Insurance, reinsurance and pension funding, except compulsory social security",Activities auxiliary to financial services and insurance activities,Real estate activities excluding imputed rents,Imputed rents of owner-occupied dwellings,Legal and accounting activities; activities of head offices; management consultancy activities,Architectural and engineering activities; technical testing and analysis,Scientific research and development,Advertising and market research,"Other professional, scientific and technical activities; veterinary activities",Rental and leasing activities,Employment activities,"Travel agency, tour operator reservation service and related activities","Security and investigation activities; services to buildings and landscape activities; office administrative, office support and other business support activities",Public administration and defence; compulsory social security,Education,Human health activities,Social work activities,"Creative, arts and entertainment activities; libraries, archives, museums and other cultural activities; gambling and betting activities",Sports activities and amusement and recreation activities,Activities of membership organisations,Repair of computers and personal and household goods,Other personal service activities,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
G47,"Retail trade, except of motor vehicles and motorcycles",0.02058548514878911,0.01900111809935323,0.02924268850251531,0.00853310756796536,0.02715333820474388,0.05631243896789974,0.01869392011747642,0.01715124448060273,0.01397458869191762,0.0009256709160955456,0.02089949325712314,0.01179997130209883,0.01992575027906429,0.01363365527582222,0.02264482889291761,0.01576597446153306,0.01300310575057478,0.02180357413944343,0.02026715025880377,0.02753338813185587,0.0225910798145311,0.0248195728656557,0.01470019270664203,0.001567984455374671,0.002708883074274534,0.004347545784232265,0.009038656336859826,0.01106491904407493,0.00721316753720833,0.004208567132713173,0.004764267350667829,0.002627802310138637,0.004363794061532174,0.004150482337244061,0.002830509993083868,0.01735734255905079,0.02515889319207055,0.01708786894088586,0.002113701640965592,0.003577048027356574,0.002310897612779565,0.004046624858604527,0.003203079135119735,0.001803414412359811,9.051484278001261e-05,0.002204523010218618,0.003237433602729354,0.00414748830879552,0.004044864999068173,0.008824225504041112,0.005269366280360716,0.0007182948600810921,0.006496281960991047,0.005684304050556807,0.007299542180176035,0.005088388467553909,0.01129420668517814,0.005500489102052928,0.01012986701199368,0.00937079175403001,0.009706301084100593,0.00363575806572954,0.006139529537160791,9.724269657329134e-09
H49,Land transport and transport via pipelines,0.01280364665847172,0.01440359171837203,0.000148034091146646,0.02015389707557675,0.02963588415289077,0.01257634702856912,0.02936013497551341,0.04278207466980558,0.01571494349675091,0.004662948295855291,0.01705960021455298,0.004370374633286277,0.02088825212352034,0.07568607375506667,0.02223622718471408,0.0110785884623776,0.00391989147818524,0.01314156203123849,0.01046937228765151,0.00844281636455907,0.005182751677294004,0.01583146718080556,0.004662991895528346,0.0003560880648551968,0.00278100935830187,0.01219782669312071,0.003599950250404573,0.01109615040800121,0.06693352814095825,0.02613179658103824,0.1172375674265697,0.01193677306358914,0.003036981015357998,0.01899728027058388,0.02640688367315032,0.003083243470358015,0.00812181072764364,0.001331505280061763,0.001286448969363731,0.002031152464030988,0.00390173951642782,0.006243755047937514,0.002945485876391212,0.001437925316464348,2.612584741320355e-06,0.002220411822666341,0.003985945183501999,0.002411850704695183,0.002535494805951246,0.01040252168816699,0.01453661847849468,0.0003561168703028454,0.01384340400054139,0.009341753217872827,0.008118564907337103,0.00816703986466483,0.01273999177801914,0.008683666440374757,0.003150099459928781,0.00571797157637685,0.001253512087968792,0.003987805331725844,0.003801734531028719,3.828203131414693e-07
H50,Water transport,3.590478369876884e-05,4.288326610766796e-05,0.02120707845081062,0.006237349428501109,5.391771410556286e-05,6.479055267052663e-05,4.089933096101699e-05,4.412705037182353e-05,0.0003077444570853075,0.007202064600409491,3.888531804431649e-05,3.038876899270207e-05,3.062932152630285e-05,0.000663133240698985,0.0002600610607504833,3.935762760657517e-05,3.593435809767675e-05,4.731870406269031e-05,4.249428732621379e-05,3.718073018194561e-05,0.0003771848997710683,4.044718431981372e-05,2.813848445471291e-05,9.114887957681641e-06,1.222733414892078e-05,1.461210880040941e-05,6.878473284334692e-05,1.527636971861976e-05,2.5310973563899e-05,3.020373840539655e-05,3.786810367266493e-05,0.02861207639953158,5.422456790667368e-05,0.02805778593379109,6.633971176984719e-05,7.09146355390277e-05,4.067378032194413e-05,3.145657439172538e-05,2.742339232528206e-05,4.017170947137024e-05,0.0003621689737626379,0.0005732631897712424,0.0008334776327089042,2.192592816944598e-05,4.663318871760852e-06,3.198548630032549e-05,1.703107374407498e-05,1.105841247803993e-05,3.160296632481539e-05,3.08389890497831e-05,2.064486958681658e-05,6.898604559261479e-06,0.02164384073287519,3.016024496648935e-05,0.0001815433842860758,2.260476510546486e-05,0.000126224272113332,3.137120887005111e-05,2.37068865540692e-05,3.943081065657788e-05,2.356386445547629e-05,1.325284662124732e-05,1.406788869944636e-05,2.015625818950417e-07
H51,Air transport,2.408303943657085e-05,1.806660304910082e-05,2.110778641453362e-05,0.004574618420557468,2.674281958780966e-05,3.069479675230847e-05,2.620643338985747e-05,4.102385161527925e-05,2.425420576645387e-05,1.828344248886648e-06,1.806868132614193e-05,3.239252129174257e-05,2.516575234267525e-05,1.78710311708511e-05,0.003431860949404184,5.848834068742441e-05,1.692882492033053e-05,2.455894313610384e-05,1.748763706390683e-05,2.032959803980538e-05,0.001672977361342448,0.0009502348068171989,1.92760301030227e-05,1.662536450159223e-05,2.090749302892776e-05,0.0002153722175324251,0.0001404162730964132,0.001831446021291783,6.3137011500856e-05,0.0001167923749169495,4.039244424293978e-05,0.01201311568658808,0.1072448497116869,0.02296249004401653,0.01615961256897078,0.002356904051809737,6.088856994212703e-05,0.00112495365118135,0.0004907268355461053,0.0002463485698412056,0.008682464149699046,0.007071598331539055,0.002213853759160888,0.0001348201224152375,1.067470126425362e-06,0.009033521674075957,4.439283024299844e-05,7.864657528143968e-05,0.01143671519248435,0.003851038682469228,8.679257526348234e-05,0.0006535580347284791,0.1400047453704498,0.00461221720223199,0.001395041815028381,4.231192103130385e-05,0.0003048934088346724,5.062847696894582e-05,0.000852338759561117,0.00323505614561524,0.009560636171061645,2.304993032938151e-05,0.0001082550416811811,2.95981667297946e-10
H52,Warehousing and support activities for transportation,0.0006374755353495301,0.0007473757670471476,0.04187719182021718,0.000829877554188863,0.002982424911615382,0.008788102963081195,0.001878722716784147,0.003122155123531012,0.002339191028774009,8.42813286861138e-05,0.004760931115045659,0.02694954587096119,0.004675362921087425,0.00403317351112734,0.003321901934150269,0.002828287058727118,0.007682355180278002,0.005798293215726984,0.01338426952425404,0.01991754208066037,0.003894078758651419,0.003977151871841895,0.004486111683678725,0.0005316116344591384,0.004250478102917856,0.009171071389462774,0.001099992385568906,0.008392231176666131,0.0666739880708302,0.03933750105693862,0.03972192845385975,0.01845312701667309,0.0004409509800026983,0.1704375788670535,0.03879890648927777,0.00231003918927441,0.002893505463641506,0.001258440143344182,0.004165183901191937,0.009688646605435548,0.01235240829833799,0.00945313316973893,0.007707367187673648,0.0008236071207307338,0.000148518601688465,0.001618656026736058,0.0009833587968011929,0.0004470465574458274,0.0006950415762940299,0.001553023863889177,0.01006292358145199,0.0003868949424078601,0.002159345661572526,0.01103667463562935,0.003194569690660589,0.0008771305365074181,0.000829466597569391,0.001150321016281389,0.001096008234427736,0.0008982858744418375,0.003252451618121981,0.0007221371104642366,0.001223282518629566,1.221067164829883e-09
H53,Postal and courier activities,0.001882835188075441,0.001989741572191543,0.001954868987267968,0.001047799088722912,0.004656977913514866,0.009413936860603359,0.005278049187525549,0.003327417568139429,0.005083029654711914,0.0001339690924301851,0.005850796483657669,0.005552181990654874,0.00277302976323915,0.00901872711804025,0.008269651258584611,0.003318747363183311,0.004088493862327394,0.006429801783701681,0.001826624072817633,0.000856229164128071,0.001136121532381955,0.01250295574611674,0.004126640943375947,0.001527486580718551,0.002239498746783115,0.0005797536627339412,0.0002368364505622926,0.00358367802066022,0.008668157218631817,0.01303802481545134,0.004000740025063082,3.467701146983844e-05,0.0001596663478656023,0.002674288543674143,0.1035973921816253,0.0007006449101346551,0.01073627156084452,0.002088155021442586,0.0001061766070221134,0.005483014792265948,0.01845710211269267,0.008576857864772892,0.01023274697207228,0.001492334165372734,1.418489524499204e-05,0.00487463469617865,0.0009695694667559532,0.001203455006582372,0.001658808576457133,0.005224421422334737,0.002822332966043737,0.001072542254359441,0.005404238889991051,0.005001241449304407,0.007224731725925451,0.002317167209699742,0.002408695999682666,0.002929171784495497,0.003660756499164492,0.002356738109702685,0.01239214546783949,0.002642738560600438,0.001415324274285605,1.646157504286848e-10
I,Accommodation and food service activities,0.0002331299697038319,0.0007630985547231402,0.001020701237496519,0.002168921744501501,0.007988064488302195,0.001330479858978684,0.003795609477025825,0.0007381932914895343,0.0003896017535746078,0.0001251791400880066,0.001892935365508694,0.003860433547667639,0.0007880502678300193,0.003815994156290445,0.002221997995522544,0.001142289491501765,0.003410409985842996,0.0009545669076994793,0.0007672839496835952,0.0006709181849035454,0.0006245200267672943,0.001452170095292212,0.001014921629604839,0.0002878114692912903,0.001016789012005056,0.0002947178070674129,0.000268432560817868,0.0006046799407609084,0.002411778479132167,0.003244450478511867,0.003107734300017069,7.097124814470615e-05,0.01368571240487571,0.002128496122500241,0.001429901185610681,0.02021535871406944,0.002553387677446843,0.006539065079217965,0.0009680806520705487,0.005706878314251252,0.006318159175961068,0.01822484995824791,0.004665457462409436,0.001609790371096029,5.932861886339641e-06,0.01052546663731866,0.0009145389446632473,0.001156712100613424,0.01032292743806905,0.008660912688754015,0.0007120293835541134,0.002017064098639173,0.05969452547784481,0.009847338936231579,0.006897568352447985,0.00618295779923024,0.00649194734108042,0.01268006612579705,0.005110015877832834,0.01189324725109207,0.005305261797245647,0.0008233102140489572,0.001169113570297054,1.373471579284065e-09
J58,Publishing activities,0.0004166111931838035,0.0002878769139512632,0.0001713990644822578,0.0002854023574506074,0.001074800634473552,0.001845596652081155,0.0003089692275372177,0.0003706908899103719,0.0002994983430648815,5.202769024032968e-05,0.00111921674808735,0.0008928445088725127,0.0003884371317316651,0.0003682462045992244,0.001677350363114701,0.0003686301224182922,0.0002369966246830187,0.001881704419451883,0.0003693091997520646,0.0005733143781189718,0.00165284512430044,0.00062845392809337,0.0020606569938423,0.0002538129389421078,0.0007462755831752617,0.0003415780519063427,0.0003398777033268249,0.001943291972139388,0.00122063391069403,0.002226205883206506,0.0003761544406707805,0.0001408759877509493,0.0002540086456828293,0.0005812455256767035,0.0004486026416293983,0.0008649845961869367,0.00194502375734125,0.007841452770539218,0.002005350836586363,0.003246409601592786,0.001535239944883556,0.001864478945752844,0.001256951051478112,0.0006096998642224502,0.00010430088462566,0.0009460025077944858,0.0004398201247116668,0.001764783388271098,0.0002366791326600383,0.001555697527452544,0.001049547880832303,0.0008007769907634652,0.001875668385992962,0.0007776629965751181,0.001562444263011474,0.002303238085246136,0.0003088555161266274,0.001623525780357824,0.003428160379455197,0.003427969071325239,0.01549226687695334,0.0002564875604559591,0.0004879212154169312,7.258534749304803e-09
J59_60,"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.0007812138881981002,0.0005120236865579234,0.0003016642838457024,0.0003948241790740457,0.001934986136077566,0.002012090110471058,0.0005482888123730978,0.0007093129871897303,0.0005067260613478145,8.922590570745776e-05,0.001652944604670654,0.0007033223765899895,0.0008413531645424428,0.0006875901292134668,0.0004313592660332082,0.0003658418525529116,0.000385432213946414,0.0006431076924140679,0.0006599261644450909,0.001167142452838778,0.000472046880265274,0.001311904239615832,0.0004045661243686536,0.0004060770298179995,0.0002141928738581884,0.001152509437033274,0.000574098851749706,0.004131425218382606,0.002518028339855743,0.004730369029301614,0.0005976075395303531,0.0001130215853741647,0.0002353023289260362,0.0008784228126379927,0.0005537387328164898,0.002117839338265928,0.004020737441774786,0.1170801960745447,0.003293506506835713,0.003248044346993189,0.002321360389428866,0.001688013686912895,0.001014659064184393,0.001145418637186324,0.000234693801489282,0.001488371372874187,0.0005583633456722566,0.004206265578530435,0.0001442285831874609,0.003134135637615197,0.002115660974611553,0.001128239580384062,0.003690196383639132,0.001194112903772026,0.002672752659618632,0.001809286688326453,0.0005893276297294199,0.001564447131783022,0.02076982336292657,0.005044189817725349,0.0316549866084859,0.0004881925216906869,0.001106716664730167,1.96628117830141e-07
J61,Telecommunications,0.008091738875580134,0.006150144463934768,0.01246886808204616,0.002771354723592452,0.002557495485916108,0.003932641019135745,0.003642053447304213,0.003856059205226834,0.006200892041593116,0.0006280689553849892,0.002808406377871788,0.002936514770335141,0.003052302345034291,0.003105216315871523,0.002733984167875811,0.004391780440405469,0.003488630203227401,0.003863105042190246,0.003593151545335336,0.002109734636143555,0.003233882610066829,0.005244786603895147,0.006466953259162884,0.002580631901153253,0.005192925951245645,0.002445206232178939,0.004866364503548542,0.005536035928979804,0.007349419300429942,0.005225032733774055,0.003735925706156941,0.001097962659636663,0.001304545195373736,0.005809824319556576,0.007674838653515473,0.00436248147289728,0.007031688129955479,0.004647107849171816,0.001356831329641784,0.01252978711299288,0.01899486976196479,0.02020112853092085,0.05436123348801649,0.004885800056929211,0.002330073774902097,0.01346878589712942,0.005830400490115067,0.007896006463073828,0.00870984914717212,0.01077254235336189,0.005212177101929376,0.004834139447543717,0.005436728160645403,0.01096427152159178,0.01206628523308658,0.002708398735950959,0.007314493904634187,0.006706460579065103,0.01617124198680891,0.005724288076007402,0.007323816743544214,0.02359571806907153,0.005700363786864335,3.893696659050628e-10
J62_63,"Computer programming, consultancy and related activities; information service activities",0.007905291891772045,0.005653904647710306,0.005112640037662888,0.007749046607049398,0.005475442887967371,0.006721483050418315,0.00435703905394218,0.006343411199110408,0.007372105098613153,0.0007706829189373962,0.005053292064336274,0.01216099197880956,0.003249203539768293,0.00535261939376761,0.006312802538245673,0.005193926458545436,0.02119415996048216,0.01033993248037006,0.00907834193456126,0.008167553407342263,0.01690173161771987,0.006884824348208202,0.005409005636994402,0.006781806469739339,0.007743227013712334,0.004066062819852155,0.006155110895033102,0.01476773222131291,0.01064557869402249,0.01386604569394902,0.006225040946390507,0.007258026737471023,0.006152485754431531,0.01226085738805535,0.01555145441674194,0.006058116142405354,0.01878462609725958,0.01076311613786655,0.05241222248095678,0.07541834813765314,0.02515932829033549,0.03388217346903814,0.0520669519851345,0.008666086478423774,0.0001066371889219754,0.02332439223635483,0.01329646345070318,0.01943356342162966,0.01176424719551338,0.01778239846690224,0.01053373976286484,0.009552453165859669,0.007425900700121217,0.01629143112134906,0.01356899099055062,0.007029788469153656,0.009255004815492294,0.00837500643557074,0.01415641372619485,0.008548216035986562,0.01921544727721568,0.007012570737136437,0.001717649587839932,8.71604337772816e-10
K64,"Financial service activities, except insurance and pension funding",0.03650017736899435,0.01733128727052907,0.01670362990498774,0.05818431577410315,0.02357708833063222,0.02917286940797084,0.02187397124881795,0.02123495510247714,0.01043401210823843,0.02264021477813873,0.02985881451006714,0.03740773724568969,0.0226037779647329,0.0389832497459043,0.02003207339257616,0.02303300507118008,0.006503068695514099,0.02503591541787156,0.01338791129772467,0.01649020803234375,0.03742245787943738,0.02413842041943557,0.01678090202712541,0.01099577894898843,0.02031665810202399,0.01806748520353061,0.01149574332326676,0.01589208852341818,0.01287315309409759,0.01464080096423628,0.0149327895469683,0.0140969166222509,0.01564738994976806,0.02422711260701708,0.0243704100551983,0.01492430641033916,0.00785491086473664,0.007457894253907625,0.01609014947658449,0.0145921012011454,0.04362666610413795,0.01842642631997977,0.01170410461963878,0.05326985778247278,0.07182164784483672,0.01743667804705213,0.02057779173956182,0.01182864355094463,0.02209675700560606,0.01872438420557545,0.0219633205889245,0.02038448677190605,0.01421552723170686,0.01487544204394873,0.01802859289306687,0.01000961615153804,0.005712852930206278,0.01323950631047852,0.01413675653622151,0.005880508260361452,0.01853955146204705,0.01186630961514383,0.01918975344405787,2.057815514265296e-07
K65,"Insurance, reinsurance and pension funding, except compulsory social security",0.006782336588622639,0.01592082917270547,0.0315191992569069,0.002914590659706791,0.001555763508939755,0.003787327663866575,0.0003451653653679009,0.00369277810460987,0.003473346889020712,0.0005140993174806326,0.002416616716147782,0.0004378685327753718,0.003461523690095984,0.004525600640994684,0.004609470699473605,0.0006703628691115085,5.59299066367898e-05,0.00467628029489625,0.005033916741273629,0.001212630959626677,0.002141398202258265,0.002403498536778187,0.005325259923797871,0.001192727270715836,0.002660571362678027,0.008564713233828158,0.003702593830879241,0.004443115163338169,0.005393651041041783,0.006526565007771205,0.003199427324476329,0.004794152576225459,0.01256433048720551,0.005575685452715791,0.005630193519878703,0.005047929913133842,0.001877552022967473,0.003086363536683486,0.002955139510041416,0.00543844555372714,0.006574834658254298,0.1527220691799772,0.003226447450235515,0.008640767510144308,0.005311379731199098,0.002957083895947249,0.001717941908884721,0.001982454247123483,0.004152196932873203,0.003641687193425213,0.005579615949439275,0.001514992063198367,0.003440505866729655,0.00183014731328052,0.007154301527934909,0.004628387706461399,0.00966299706320497,0.008001706707782953,0.003608526453444756,0.00415674231126847,0.004095045080496807,0.005588297496709608,0.0009523885275644074,1.11773175443648e-08
K66,Activities auxiliary to financial services and insurance activities,0.000337516201785439,0.0001839048874967287,0.0002287760310624456,0.0007689072645803689,0.0005014378440128163,0.0003644731814711393,0.0001164428145779171,0.0003326367947928918,0.0006335808731195185,0.0014476423883828,0.002099345050323346,0.0004697126776090862,0.0006215505081334591,0.003195806467808079,0.001302521851996877,0.0005259195915867855,0.0005231800011964886,0.001085273640758793,0.0005167419160599661,0.0006884955705004453,0.001127639649393057,0.0007296159203668442,0.0008480677582064178,0.0002718893334856087,0.0004631742110647187,0.001811949443336016,0.001142113674584597,0.001022831946302482,0.003777702293774164,0.001845678908145585,0.001373031824806282,0.01005080061170102,0.005392352739561779,0.001328025873918957,0.00156102692012346,0.000865292258175981,0.001453075682604565,0.0006239862686858651,0.003031284966118736,0.006027212119745599,0.01697467064282387,0.01914947094530252,0.0458701307834973,0.0007978197509957263,6.570145185321955e-06,0.0030781246077173,0.009762808926046711,0.002357546546785306,0.001889199096435425,0.00412192323269084,0.003237743526733781,0.003412529615508799,0.0005778948009062713,0.006056708799180942,0.0004691242603916967,0.0005337222105837021,0.0003711979987668708,0.0003404019243622583,0.001352444016049562,0.0009878300131588305,0.001006316890937728,0.003033022308976455,0.001037876829588444,3.091040072274116e-10
L68B,Real estate activities excluding imputed rents,0.000115124288638443,0.0001495974378322422,0.0001752840005821171,0.0005111712404517489,0.0002292258722964021,0.001960286534847018,0.004524488313798069,0.01487454226981065,0.004130606950657667,1.78335239147381e-05,0.001277580196115329,0.001463315091385721,0.006838980759643537,0.0001178049767546442,0.001904584855781684,0.008390142572642196,0.0001147090016272782,0.003160097050909936,0.000157087047653175,0.0001211928221674495,0.0004294672668515217,0.004070289135149084,0.002260114767772013,0.001895364956942841,0.002052177873591746,0.00457494759209579,0.001099123611228655,0.008414306686786398,0.01978182832255083,0.04597070660528462,0.004315563938842549,0.002719686958546106,0.02378032562805111,0.01921238468451092,3.3211707954051e-05,0.02547785476296551,0.009977474270358975,0.01015098138417557,0.01930172703246624,0.01501218051949306,0.01135449752922454,0.01640286588571659,0.001698238328592163,0.01412295832918876,0.0005197278442479634,0.01732730298337126,0.006582506638763152,0.004679737064375969,0.03027127808804295,0.008735408039885286,0.008021387786995007,0.00340726735514693,0.008077327209473295,0.006402591859310755,0.01582654557104384,0.01048038172226918,0.01305624115957073,0.008458717543351531,0.006840105880202895,0.02446753445652125,0.0002163665389574558,0.01108128573744601,0.01389586974008455,1.63756521403278e-07
L68A,Imputed rents of owner-occupied dwellings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M69_70,Legal and accounting activities; activities of head offices; management consultancy activities,0.003626642958796203,0.01063114952403303,0.009186484981267016,0.01823245904105822,0.01130826725586082,0.01407494630866298,0.003391795119613095,0.01241133272700326,0.003466611342385039,0.0007868653161834069,0.01768452455253591,0.02457354040414924,0.0096024596130749,0.01040053876013842,0.007667317859703874,0.003895408241751764,0.01368172666140164,0.01435522248191943,0.009700444749874108,0.006506329463557971,0.007102601440056473,0.01724848007462396,0.009011837608494363,0.01988907611885401,0.006432432204596016,0.007785405963200201,0.005736511654467287,0.01028039865580803,0.02335353531319417,0.01916784432484114,0.01430629384942748,0.003878962741602345,0.01115797167613118,0.01087274684226961,0.003448940231817967,0.01127108271958877,0.06798146395602517,0.02179445362367992,0.03475199315543197,0.05064355152010096,0.06933001853829932,0.03180278076981186,0.01419656576921443,0.01945825652367653,0.002716260380316528,0.077769198441942,0.01292334071863026,0.0381660865775949,0.02084150493928985,0.02772515172852946,0.02347755803223806,0.01600188491221525,0.01811295327145264,0.02033768764440907,0.02407195334946709,0.01083366398699709,0.01581137470061959,0.01458199680423756,0.04514828936755667,0.02718795794287064,0.03439011226445366,0.01080354473703806,0.007153781265810137,1.437839559445181e-09
M71,Architectural and engineering activities; technical testing and analysis,0.002171251424600765,0.0008815049126740228,0.005510641197674967,0.0102670764322366,0.003370449109671071,0.001384080782276246,0.001514423804279769,0.001160166257890155,0.0006480922673975157,0.004455575018932384,0.004870651432651564,0.006794715373795249,0.0007739097514874659,0.009259459602100742,0.006311294334056586,0.000634187091412964,0.0007687418065136618,0.004377298892821979,0.007878782839327168,0.0006388580878543632,0.02282692369601691,0.002250957734028638,0.001392638116134487,0.00859982266606082,0.01358393928454544,0.008330031461559083,0.01366169601648238,0.003303599749791345,0.001204217862978666,0.002565570899638237,0.00098466651648514,0.0007076274087664226,0.001592887956877666,0.002486395886173537,0.0006440463439670176,0.001199074114524485,0.0020237487216525,0.003957005858262196,0.002307543151659998,0.003476723811776859,0.01074049269985137,0.007761066051168288,0.004326063838349423,0.001770723613399891,0.00459072986823192,0.006736353159259638,0.1673539112761519,0.01537894836386114,0.002435583828412307,0.00893837594209623,0.001577081396203916,0.0008043295837780006,0.003240651310864555,0.002589730993655543,0.006541910861677597,0.002182764504600788,0.01095337787879083,0.00126671046279157,0.002910230180641555,0.004606961731486215,0.002549938525399867,0.0004269465847455673,0.0002835151207913419,1.833309546561525e-09
M72,Scientific research and development,0.002703945002593351,0.001805338410776759,0.002780879406830906,0.001471632114432616,0.002750826722699529,0.002406245329008745,0.001372753353635538,0.002156402537777267,0.001670353033825806,0.0003264584070610073,0.001792264831422167,0.001690620329735492,0.001049062675847445,0.001660020950711079,0.002387189500195442,0.001511115249741316,0.001752212093693115,0.002780758039730022,0.002033972003116922,0.001618872087749768,0.002578980755988293,0.002610444826269495,0.001036445179877356,0.0009626783750929311,0.0008927873729063075,0.001131677738111697,0.00136270099097018,0.001421775817939547,0.001663897355280923,0.001296958039659564,0.001033318887030915,0.0004453140677986662,0.00111363483651387,0.0009117763856696844,0.000506957250812874,0.0015940698622115,0.002816554409235043,0.002086278453108958,0.0014858080866887,0.00223947657375002,0.002151503759630996,0.001886914993624004,0.001296922952102249,0.0007326348741093646,0.0002007879020668317,0.002028926659137865,0.006383092173558577,0.1111088827860176,0.007375218239013358,0.01368998771282828,0.001469950471450734,0.0003837885888628453,0.0008843545059935135,0.001686358635270517,0.001550201219572566,0.001012851882343164,0.001686294116769169,0.0007597757059765248,0.002673928513713033,0.001632929680090058,0.003527250041216911,0.001353284920695579,0.0005976980705904765,1.628928805370212e-09
M73,Advertising and market research,0.00288320072884492,0.001825936582116165,0.0007217606057155603,0.001479195419775605,0.007689023590381643,0.007300357662424234,0.001932054747200037,0.00265882990912335,0.001829416593815502,0.0003584530938732979,0.006596195407342372,0.002592774114464719,0.003237095940796913,0.00265903437233117,0.0009087435984552563,0.001163258751046174,0.001389690999076667,0.001831397388184748,0.002431997038628315,0.004496178570194888,0.001045390318821191,0.005155176178477466,0.0008454140241777924,0.001706344857445722,0.0006134674821575372,0.001169429992193,0.002201203935613019,0.01738287476903922,0.01056316985603422,0.01993440405852727,0.002384391152740701,0.0003464347833954334,0.0005810072702360821,0.003472912227111586,0.002122994917736605,0.00657272715243816,0.01634827228586201,0.03692450071372189,0.01349778585119533,0.01272800632878822,0.009601543010781425,0.006478913982438915,0.003470008116515106,0.004785536306988107,0.001007916987445751,0.006257494223493463,0.002184562412254469,0.01111043602476221,0.0002879201199212593,0.01302013830364904,0.008859313606708129,0.004852761492741992,0.01525195688398146,0.004951142513790912,0.005311724368799547,0.003646151402994106,0.001497520220292608,0.003294290532191576,0.02271208952317368,0.00937472149342077,0.03008140969438418,0.00203884343881677,0.004606243203699511,4.428388231365818e-10
M74_75,"Other professional, scientific and technical activities; veterinary activities",0.01481864883333192,0.000289401097688368,0.007084477344173856,0.00118639674719382,0.0118930465161161,0.004199599661644478,0.0007370552765439721,0.005065541340789986,0.003413810967816936,0.000199175389776886,0.00190434936987239,0.002456216975530776,0.0006032109192698764,0.001447270485330912,0.001130341308868204,0.001076780778221402,0.004718552143882472,0.008339233330014191,0.0006483209337933655,0.0006597957137770517,0.001844126364468847,0.01195239537432813,0.0006791210787833985,0.0008037385891613863,0.0003228868701047174,0.003232193596028044,0.0004643774057872367,0.0040535404596576,0.007533986345756039,0.003922630981060178,0.002072971805164013,0.0009298890086636944,0.0003860151886450697,0.0008982873109208132,0.0001231253451999714,0.001379472704781857,0.007806087000604958,0.01187060098845693,0.0006698952255602324,0.003149934418094692,0.003666013908915046,0.005954555170879713,0.002177094820258867,0.001274506406279939,2.045461809936822e-05,0.002794305531686803,0.001400762471621344,0.0254776671027561,0.07164332156651956,0.1346095007639315,0.003750045437059553,0.0001454314563106167,0.003787280927563562,0.006305826453642457,0.003096305070960638,0.002812778384492604,0.002821091447073276,0.001153610427826468,0.01605989130404335,0.005125486507878208,0.02273898909568864,0.0001169316671075218,0.001643796471077337,2.106265359729896e-10
